gw_id,gw_title,gw_heading,print_place_gw,year_from,year_to,language_statement_gw_title,istc_id,gw_url,istc_url,technical_note,corpus_file
13131,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). Paris: [Antoine Caillaut] für Antoine Vérard, 8.I.1488/89. 8°",Paris,1488,1489,,ih00359600,https://gesamtkatalogderwiegendrucke.de/docs/GW13131.htm,https://data.cerl.org/istc/ih00359600,,horae-gw-corpus.csv
13132,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). Paris: Philippe Pigouchet, 21.II.1491/92. 8°",Paris,1491,1492,,ih00369800,https://gesamtkatalogderwiegendrucke.de/docs/GW13132.htm,https://data.cerl.org/istc/ih00369800,,horae-gw-corpus.csv
13133,Horae ad usum Baiocensem (Bayeux) (Almanach 1488–1508).,"Horae ad usum Baiocensem (Bayeux) (Almanach 1488–1508). [Paris: Philippe Pigouchet, um 1492]. 8°",Paris,1492,1492,,ih00339480,https://gesamtkatalogderwiegendrucke.de/docs/GW13133.htm,https://data.cerl.org/istc/ih00339480,,horae-gw-corpus.csv
13134,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). Paris: Philippe Pigouchet, [um 1492]. 8°",Paris,1492,1492,,ih00370510,https://gesamtkatalogderwiegendrucke.de/docs/GW13134.htm,https://data.cerl.org/istc/ih00370510,,horae-gw-corpus.csv
13135,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). Paris: Philippe Pigouchet, [um 1492]. 8°",Paris,1492,1492,,ih00370520,https://gesamtkatalogderwiegendrucke.de/docs/GW13135.htm,https://data.cerl.org/istc/ih00370520,,horae-gw-corpus.csv
13136,Horae ad usum Pictaviensem (Poitiers) (Almanach 1488–1508).,"Horae ad usum Pictaviensem (Poitiers) (Almanach 1488–1508). [Paris: Philippe Pigouchet] für Simon Vostre, 7.V.1492. 8°",Paris,1492,1492,,ih00357087,https://gesamtkatalogderwiegendrucke.de/docs/GW13136.htm,https://data.cerl.org/istc/ih00357087,,horae-gw-corpus.csv
13137,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). [Paris: Jean Morand(?)] für Jean de Coulonces bzw. Robin Challot, 2.VII.1492. 8°",Paris,1492,1492,,ih00370280,https://gesamtkatalogderwiegendrucke.de/docs/GW13137.htm,https://data.cerl.org/istc/ih00370280,,horae-gw-corpus.csv
13138,Horae ad usum Cenomanensem (Le Mans).,"Horae ad usum Cenomanensem (Le Mans). [Paris: Philippe Pigouchet] für Simon Vostre, 22.II.1492/93. 8°",Paris,1492,1493,,ih00343100,https://gesamtkatalogderwiegendrucke.de/docs/GW13138.htm,https://data.cerl.org/istc/ih00343100,,horae-gw-corpus.csv
13139,Horae ad usum Rothomagensem (Rouen) (Almanach 1488–1508).,"Horae ad usum Rothomagensem (Rouen) (Almanach 1488–1508). [Paris: Philippe Pigouchet] für Pierre Regnault in Caen, 11.III.1492/93. 8°",Paris,1492,1493,,ih00418200,https://gesamtkatalogderwiegendrucke.de/docs/GW13139.htm,https://data.cerl.org/istc/ih00418200,,horae-gw-corpus.csv
1313950N,Horae ad usum Romanum.,"Horae ad usum Romanum. Paris: [Philippe Pigouchet] für Simon Vostre, 19.VI.1493. 8°",Paris,1493,1493,,ih00373800,https://gesamtkatalogderwiegendrucke.de/docs/GW1313950N.htm,https://data.cerl.org/istc/ih00373800,,horae-gw-corpus.csv
13140,Horae ad usum Romanum (Almanach 1489–1508).,"Horae ad usum Romanum (Almanach 1489–1508). [Paris: Philippe Pigouchet] für Simon Vostre, 4.XII.1493. 8°",Paris,1493,1493,,ih00375300,https://gesamtkatalogderwiegendrucke.de/docs/GW13140.htm,https://data.cerl.org/istc/ih00375300,,horae-gw-corpus.csv
13141,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). [Paris: Philippe Pigouchet, um 1498]. 8°",Paris,1498,1498,,ih00398600,https://gesamtkatalogderwiegendrucke.de/docs/GW13141.htm,https://data.cerl.org/istc/ih00398600,,horae-gw-corpus.csv
1314110,Horae ad usum Trecensem (Troyes) (Almanach 1497–1520).,"Horae ad usum Trecensem (Troyes) (Almanach 1497–1520). [Paris: Philippe Pigouchet] für Macé Panthoul in Troyes, 20.I.1499/1500. 8°",Paris,1499,1500,,ih00427765,https://gesamtkatalogderwiegendrucke.de/docs/GW1314110.htm,https://data.cerl.org/istc/ih00427765,,horae-gw-corpus.csv
13142,Horae ad usum Turonensem (Tours).,"Horae ad usum Turonensem (Tours). [Paris: Jean Du Pré, um 1485]. 16°",Paris,1485,1485,,ih00427830,https://gesamtkatalogderwiegendrucke.de/docs/GW13142.htm,https://data.cerl.org/istc/ih00427830,,horae-gw-corpus.csv
13143,Horae ad usum Romanum.,"Horae ad usum Romanum. [Paris: Jean Du Pré] für Antoine Vérard, 12.IX.1485 [vielmehr 2.IX.1485]. 8°",Paris,1485,1485,,ih00357775,https://gesamtkatalogderwiegendrucke.de/docs/GW13143.htm,https://data.cerl.org/istc/ih00357775,,horae-gw-corpus.csv
13144,Horae.,"Horae. [Paris: Jean Du Pré] für Antoine Vérard, 6.II.1485/86. 8°",Paris,1485,1486,,ih00357785,https://gesamtkatalogderwiegendrucke.de/docs/GW13144.htm,https://data.cerl.org/istc/ih00357785,,horae-gw-corpus.csv
13145,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). [Paris: Philippe Pigouchet für die Brüder de Marnef, um 1491/92]. 4°",Paris,1491,1492,,ih00359000,https://gesamtkatalogderwiegendrucke.de/docs/GW13145.htm,https://data.cerl.org/istc/ih00359000,,horae-gw-corpus.csv
13146,Horae ad usum Romanum.,"Horae ad usum Romanum. [Paris: Philippe Pigouchet] für Simon Vostre, 5.VIII.1491. 8°",Paris,1491,1491,,ih00369300,https://gesamtkatalogderwiegendrucke.de/docs/GW13146.htm,https://data.cerl.org/istc/ih00369300,,horae-gw-corpus.csv
13147,Horae ad usum Parisiensem (Paris) (Almanach 1488–1508).,"Horae ad usum Parisiensem (Paris) (Almanach 1488–1508). [Paris]: Philippe Pigouchet z.T. für die Brüder de Marnef, 1.XII.1491. 4(?)°",Paris,1491,1491,,ih00351000,https://gesamtkatalogderwiegendrucke.de/docs/GW13147.htm,https://data.cerl.org/istc/ih00351000,,horae-gw-corpus.csv
13148,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). Paris: Philippe Pigouchet für Simon Vostre, 1.III.1491/92. 8°",Paris,1491,1492,,ih00370000,https://gesamtkatalogderwiegendrucke.de/docs/GW13148.htm,https://data.cerl.org/istc/ih00370000,,horae-gw-corpus.csv
13149,Horae.,"Horae. [Paris: Jean Morand(?), um 1493(?)]. 8°",Paris,1493,1493,,ih00332310,https://gesamtkatalogderwiegendrucke.de/docs/GW13149.htm,https://data.cerl.org/istc/ih00332310,,horae-gw-corpus.csv
13150,Horae ad usum Romanum (Almanach 1489–1508).,"Horae ad usum Romanum (Almanach 1489–1508). [Paris: Philippe Pigouchet für sich selbst und die Brüder de Marnef, um 1493]. 8°",Paris,1493,1493,,ih00363000,https://gesamtkatalogderwiegendrucke.de/docs/GW13150.htm,https://data.cerl.org/istc/ih00363000,,horae-gw-corpus.csv
13151,Horae ad usum Romanum (Almanach 1489–1508).,"Horae ad usum Romanum (Almanach 1489–1508). Paris: [Jean Morand] für Geoffroi de Marnef, 20.VI.1493. 4°",Paris,1493,1493,,ih00374000,https://gesamtkatalogderwiegendrucke.de/docs/GW13151.htm,https://data.cerl.org/istc/ih00374000,,horae-gw-corpus.csv
13152,Horae ad usum Trecensem (Troyes) (Almanach 1489–1508).,"Horae ad usum Trecensem (Troyes) (Almanach 1489–1508). Paris: [Jean Morand] für Geoffroi de Marnef, 13.VIII.1493. 4°",Paris,1493,1493,,ih00427760,https://gesamtkatalogderwiegendrucke.de/docs/GW13152.htm,https://data.cerl.org/istc/ih00427760,,horae-gw-corpus.csv
13153,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). [Paris: Philippe Pigouchet] für Simon Vostre, 22.VIII.1493. 4°",Paris,1493,1493,,ih00375100,https://gesamtkatalogderwiegendrucke.de/docs/GW13153.htm,https://data.cerl.org/istc/ih00375100,,horae-gw-corpus.csv
13154,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). [Paris: Philippe Pigouchet] für Simon Vostre, 23.X.1494. 8°",Paris,1494,1494,,ih00377000,https://gesamtkatalogderwiegendrucke.de/docs/GW13154.htm,https://data.cerl.org/istc/ih00377000,,horae-gw-corpus.csv
13155,Horae ad usum Bituricensem (Bourges) (Almanach 1488–1508).,"Horae ad usum Bituricensem (Bourges) (Almanach 1488–1508). [Paris]: Etienne Jehannot [für die Brüder de Marnef, um 1497/99]. 8°",Paris,1497,1499,,ih00339600,https://gesamtkatalogderwiegendrucke.de/docs/GW13155.htm,https://data.cerl.org/istc/ih00339600,,horae-gw-corpus.csv
13156,Horae ad usum Sarum (Salisbury) (Almanach 1494–1520). [Paris: Johann Philippi für Thielmann Kerver in,"Horae ad usum Sarum (Salisbury) (Almanach 1494–1520). [Paris: Johann Philippi für Thielmann Kerver in Paris] und Jean Richard in Rouen, 1497. 8°",Paris,1497,1497,,ih00421000,https://gesamtkatalogderwiegendrucke.de/docs/GW13156.htm,https://data.cerl.org/istc/ih00421000,,horae-gw-corpus.csv
13157,Horae ad usum Romanum (Almanach 1494–1520).,"Horae ad usum Romanum (Almanach 1494–1520). [Paris: Johann Philippi] für Thielmann Kerver, 27.VI.1497. 8°",Paris,1497,1497,,ih00384000,https://gesamtkatalogderwiegendrucke.de/docs/GW13157.htm,https://data.cerl.org/istc/ih00384000,,horae-gw-corpus.csv
13158,Horae ad usum Romanum (Almanach 1494–1520).,"Horae ad usum Romanum (Almanach 1494–1520). [Paris]: Johann Philippi für Thielmann Kerver, 15.VII.1497. 8°",Paris,1497,1497,,ih00386000,https://gesamtkatalogderwiegendrucke.de/docs/GW13158.htm,https://data.cerl.org/istc/ih00386000,,horae-gw-corpus.csv
13159,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). [Paris: Etienne Jehannot], 15.XI.1497. 8°",Paris,1497,1497,,ih00390400,https://gesamtkatalogderwiegendrucke.de/docs/GW13159.htm,https://data.cerl.org/istc/ih00390400,,horae-gw-corpus.csv
13160,Horae ad usum Santonensem (Saintes) (Almanach 1494–1520). [Paris]: Johann Philippi für Jacques Bezanceau in Poitiers [und Thielmann Kerver in,"Horae ad usum Santonensem (Saintes) (Almanach 1494–1520). [Paris]: Johann Philippi für Jacques Bezanceau in Poitiers [und Thielmann Kerver in Paris], 16.I.1497/98. 8°",Paris,1497,1498,,ih00419700,https://gesamtkatalogderwiegendrucke.de/docs/GW13160.htm,https://data.cerl.org/istc/ih00419700,,horae-gw-corpus.csv
13161,Horae ad usum Pictaviensem (Poitiers) (Almanach 1497–1520).,"Horae ad usum Pictaviensem (Poitiers) (Almanach 1497–1520). [Paris: Georg Wolff und Thielmann Kerver] für Geoffroi de Marnef, 28.VI.1498. 8°",Paris,1498,1498,,ih00357089,https://gesamtkatalogderwiegendrucke.de/docs/GW13161.htm,https://data.cerl.org/istc/ih00357089,,horae-gw-corpus.csv
13162,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). [Paris]: Etienne Jehannot für Gilles Hardouyn, 31.VIII.1498. 8°",Paris,1498,1498,,ih00394400,https://gesamtkatalogderwiegendrucke.de/docs/GW13162.htm,https://data.cerl.org/istc/ih00394400,,horae-gw-corpus.csv
13163,Horae ad usum Romanum (Almanach 1497–1520).,"Horae ad usum Romanum (Almanach 1497–1520). Paris: Thielmann Kerver, 26.IX.1498. 8°",Paris,1498,1498,,ih00395300,https://gesamtkatalogderwiegendrucke.de/docs/GW13163.htm,https://data.cerl.org/istc/ih00395300,,horae-gw-corpus.csv
13164,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). [Paris: Etienne Jehannot] für Jean Poitevin, 27.IX.1498. 8°",Paris,1498,1498,,ih00395400,https://gesamtkatalogderwiegendrucke.de/docs/GW13164.htm,https://data.cerl.org/istc/ih00395400,,horae-gw-corpus.csv
1316450N,Horae ad usum Romanum.,"Horae ad usum Romanum. Paris: Thielmann Kerver, 16.V.1499. 8°",Paris,1499,1499,,ih00399750,https://gesamtkatalogderwiegendrucke.de/docs/GW1316450N.htm,https://data.cerl.org/istc/ih00399750,,horae-gw-corpus.csv
13165,Horae ad usum Lemovicensem (Limoges).,"Horae ad usum Lemovicensem (Limoges). Paris: [Etienne Jehannot(?)], 20.II.1499/1500. 8°",Paris,1499,1500,,ih00344900,https://gesamtkatalogderwiegendrucke.de/docs/GW13165.htm,https://data.cerl.org/istc/ih00344900,,horae-gw-corpus.csv
13166,Horae ad usum Romanum (Almanach 1490–1508).,"Horae ad usum Romanum (Almanach 1490–1508). Paris: [Pierre Le Dru] für Jean Poitevin, 8.III.1499/1500. 8°",Paris,1499,1500,,ih00399300,https://gesamtkatalogderwiegendrucke.de/docs/GW13166.htm,https://data.cerl.org/istc/ih00399300,,horae-gw-corpus.csv
13167,Horae ad usum Leodiensem (Liège).,"Horae ad usum Leodiensem (Liège). [Paris: Etienne Jehannot, um 1500]. 8°",Paris,1500,1500,,ih00345900,https://gesamtkatalogderwiegendrucke.de/docs/GW13167.htm,https://data.cerl.org/istc/ih00345900,,horae-gw-corpus.csv
13168,Horae ad usum Rothomagensem (Rouen) (Almanach 1497–1520).,"Horae ad usum Rothomagensem (Rouen) (Almanach 1497–1520). [Paris]: Thielmann Kerver, 24.X.[um 1500]. 8°",Paris,1500,1500,,ih00419200,https://gesamtkatalogderwiegendrucke.de/docs/GW13168.htm,https://data.cerl.org/istc/ih00419200,,horae-gw-corpus.csv
13169,Horae ad usum Romanum (Almanach 1497–1520).,"Horae ad usum Romanum (Almanach 1497–1520). [Paris]: Thielmann Kerver für Gilles Remacle, 26.VI.1500. 8°",Paris,1500,1500,,ih00405900,https://gesamtkatalogderwiegendrucke.de/docs/GW13169.htm,https://data.cerl.org/istc/ih00405900,,horae-gw-corpus.csv
13170,Horae ad usum Catalaunensem (Châlons-sur-Marne) (Almanach 1497–1520).,"Horae ad usum Catalaunensem (Châlons-sur-Marne) (Almanach 1497–1520). Paris: Thielmann Kerver für Gauche Preta in Châlons, 9.VIII.[nach 1500(?)]. 8°",Paris,1500,1500,,ih00342000,https://gesamtkatalogderwiegendrucke.de/docs/GW13170.htm,https://data.cerl.org/istc/ih00342000,,horae-gw-corpus.csv
13171,Horae. Getijdenboek (Almanach 1500–1520).,"Horae. Getijdenboek (Almanach 1500–1520). Paris: Thielmann Kerver, 12.II.1500/01. 8°",Paris,1500,1501,,ih00432800,https://gesamtkatalogderwiegendrucke.de/docs/GW13171.htm,https://data.cerl.org/istc/ih00432800,,horae-gw-corpus.csv
13172,"Horae ad usum Romanum (Almanach 1488–1508). Daran: Pseudo-Hieronymus, Sophronius Eusebius: Epistola ad Marcellam.","Horae ad usum Romanum (Almanach 1488–1508). Daran: Pseudo-Hieronymus, Sophronius Eusebius: Epistola ad Marcellam. [Paris: Antoine Caillaut] für Antoine Vérard, 8.II.1489/90. 8°",Paris,1489,1490,,ih00364200,https://gesamtkatalogderwiegendrucke.de/docs/GW13172.htm,https://data.cerl.org/istc/ih00364200,,horae-gw-corpus.csv
13173,Horae ad usum Romanum.,"Horae ad usum Romanum. [Paris: Pierre Levet] für Antoine Vérard, 20.II.1488/89. 8°",Paris,1488,1489,,ih00360250,https://gesamtkatalogderwiegendrucke.de/docs/GW13173.htm,https://data.cerl.org/istc/ih00360250,,horae-gw-corpus.csv
13174,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). [Paris: Denis Meslier, um 1490]. 4°",Paris,1490,1490,,ih00369150,https://gesamtkatalogderwiegendrucke.de/docs/GW13174.htm,https://data.cerl.org/istc/ih00369150,,horae-gw-corpus.csv
13175,Horae ad usum Lugdunensem (Lyon).,"Horae ad usum Lugdunensem (Lyon). [Paris: Philippe Pigouchet, um 1492/93]. 8°",Paris,1492,1493,,ih00346300,https://gesamtkatalogderwiegendrucke.de/docs/GW13175.htm,https://data.cerl.org/istc/ih00346300,,horae-gw-corpus.csv
13176,Horae ad usum Sarum (Salisbury).,"Horae ad usum Sarum (Salisbury). [Paris: Philippe Pigouchet] für Jean Richard in Rouen, 1494. 8°",Paris,1494,1494,,ih00420445,https://gesamtkatalogderwiegendrucke.de/docs/GW13176.htm,https://data.cerl.org/istc/ih00420445,,horae-gw-corpus.csv
13177,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). Paris: Philippe Pigouchet, 19.IV.1494. 8°",Paris,1494,1494,,ih00376000,https://gesamtkatalogderwiegendrucke.de/docs/GW13177.htm,https://data.cerl.org/istc/ih00376000,,horae-gw-corpus.csv
13178,Horae ad usum Carnotensem (Chartres) (Almanach 1488–1508).,"Horae ad usum Carnotensem (Chartres) (Almanach 1488–1508). [Paris: Philippe Pigouchet] für Simon Vostre, 2.VI.1494. 8°",Paris,1494,1494,,ih00341860,https://gesamtkatalogderwiegendrucke.de/docs/GW13178.htm,https://data.cerl.org/istc/ih00341860,,horae-gw-corpus.csv
13179,Horae ad usum Romanum (Almanach 1489–1508).,"Horae ad usum Romanum (Almanach 1489–1508). [Paris: Philippe Pigouchet] für Simon Vostre, 21.VIII.1494. 8°",Paris,1494,1494,,ih00376850,https://gesamtkatalogderwiegendrucke.de/docs/GW13179.htm,https://data.cerl.org/istc/ih00376850,,horae-gw-corpus.csv
13180,Horae ad usum Tullensem (Toul).,"Horae ad usum Tullensem (Toul). [Paris]: Philippe Pigouchet, 9.XII.1494. 8°",Paris,1494,1494,,ih00427770,https://gesamtkatalogderwiegendrucke.de/docs/GW13180.htm,https://data.cerl.org/istc/ih00427770,,horae-gw-corpus.csv
13181,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). [Paris]: Philippe Pigouchet, 20.XII.1494. 8°",Paris,1494,1494,,ih00377450,https://gesamtkatalogderwiegendrucke.de/docs/GW13181.htm,https://data.cerl.org/istc/ih00377450,,horae-gw-corpus.csv
13182,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). [Paris: Philippe Pigouchet] für Simon Vostre, 13.III.1494/95. 8°",Paris,1494,1495,,ih00377700,https://gesamtkatalogderwiegendrucke.de/docs/GW13182.htm,https://data.cerl.org/istc/ih00377700,,horae-gw-corpus.csv
13183,Horae ad usum Autissiodorensem (Auxerre) (Almanach 1488–1508).,"Horae ad usum Autissiodorensem (Auxerre) (Almanach 1488–1508). Paris: Philippe Pigouchet für Jean Du Bois [in Auxerre(?)], 1495. 8°",Paris,1495,1495,,ih00339190,https://gesamtkatalogderwiegendrucke.de/docs/GW13183.htm,https://data.cerl.org/istc/ih00339190,,horae-gw-corpus.csv
13184,Horae ad usum Lugdunensem (Lyon) (Almanach 1488–1508).,"Horae ad usum Lugdunensem (Lyon) (Almanach 1488–1508). Paris: Philippe Pigouchet für Toussaint de Montjay, 30.VII.1495. 8°",Paris,1495,1495,,ih00346500,https://gesamtkatalogderwiegendrucke.de/docs/GW13184.htm,https://data.cerl.org/istc/ih00346500,,horae-gw-corpus.csv
13185,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). [Paris: Philippe Pigouchet] für Simon Vostre, 13.XI.1495. 8°",Paris,1495,1495,,ih00378100,https://gesamtkatalogderwiegendrucke.de/docs/GW13185.htm,https://data.cerl.org/istc/ih00378100,,horae-gw-corpus.csv
13186,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). [Paris: Philippe Pigouchet] für Simon Vostre, 13.II.1495/96. 8°",Paris,1495,1496,,ih00377600,https://gesamtkatalogderwiegendrucke.de/docs/GW13186.htm,https://data.cerl.org/istc/ih00377600,,horae-gw-corpus.csv
13187,Horae ad usum Romanum (Almanach 1489–1508).,"Horae ad usum Romanum (Almanach 1489–1508). [Paris: Philippe Pigouchet] für Simon Vostre, 22.V.1496. 8°",Paris,1496,1496,,ih00378500,https://gesamtkatalogderwiegendrucke.de/docs/GW13187.htm,https://data.cerl.org/istc/ih00378500,,horae-gw-corpus.csv
13188,Horae ad usum Bituricensem (Bourges) (Almanach 1488–1508).,"Horae ad usum Bituricensem (Bourges) (Almanach 1488–1508). [Paris: Philippe Pigouchet] für Simon Vostre, 19.XII.1496. 8°",Paris,1496,1496,,ih00339800,https://gesamtkatalogderwiegendrucke.de/docs/GW13188.htm,https://data.cerl.org/istc/ih00339800,,horae-gw-corpus.csv
13189,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). [Paris: Philippe Pigouchet] für Simon Vostre, 23.I.1496/97. 8°",Paris,1496,1497,,ih00380495,https://gesamtkatalogderwiegendrucke.de/docs/GW13189.htm,https://data.cerl.org/istc/ih00380495,,horae-gw-corpus.csv
13190,Horae ad usum Romanum (Almanach 1488–1508).,"Horae ad usum Romanum (Almanach 1488–1508). [Paris: Philippe Pigouchet] für Simon Vostre, 23.I.1496/97. 8°",Paris,1496,1497,,ih00380500,https://gesamtkatalogderwiegendrucke.de/docs/GW13190.htm,https://data.cerl.org/istc/ih00380500,,horae-gw-corpus.csv
13191,Horae ad usum Andegavensem (Angers) (Almanach 1488–1508).,"Horae ad usum Andegavensem (Angers) (Almanach 1488–1508). [Paris: Philippe Pigouchet] für Simon Vostre, 15.II.1496/97. 8°",Paris,1496,1497,,ih00339000,https://gesamtkatalogderwiegendrucke.de/docs/GW13191.htm,https://data.cerl.org/istc/ih00339000,,horae-gw-corpus.csv
13192,Horae ad usum Lugdunensem (Lyon) (Almanach 1488–1508).,"Horae ad usum Lugdunensem (Lyon) (Almanach 1488–1508). [Paris: Philippe Pigouchet] für Simon Vostre, 15.II.1496/97. 8°",Paris,1496,1497,,ih00347000,https://gesamtkatalogderwiegendrucke.de/docs/GW13192.htm,https://data.cerl.org/istc/ih00347000,,horae-gw-corpus.csv
1319250N,Horae ad usum abbatiae Beati Martini de Maceyo (Massay).,"Horae ad usum abbatiae Beati Martini de Maceyo (Massay). [Paris: Etienne Jehannot, um 1497]. 8°",Paris,1497,1497,,ih00373800,https://gesamtkatalogderwiegendrucke.de/docs/GW1319250N.htm,https://data.cerl.org/istc/ih00373800,,horae-gw-corpus.csv
